FeatureID,Kingdom,Phylum,Class,Order,Family,Genus,Species,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Air1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Air2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AirAS1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AirAS2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airdw11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airdw12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airdw21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airdw22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airdw31,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airdw32,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AirEff1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AirEff2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AirIn1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AirIn2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airup11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airup12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airup21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Airup22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Alt1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Alt2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltAS1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltAS2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltAtt1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltAtt2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltChip1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltChip2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltDN1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltDN2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altdw11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altdw13,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altdw21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altdw22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altdw31,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altdw32,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltEff1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltEff2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltIn1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltIn2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltSS1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1AltSS2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altup11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altup12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altup21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Altup23,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Bir1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Bir2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1BirAS1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1BirAS2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birdw11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birdw12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birdw21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birdw22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birdw31,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birdw32,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1BirEff1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1BirEff2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1BirIn1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1BirIn2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birup11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birup12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birup21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Birup22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehr2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrAS1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrAS2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrAtt1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrChip1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrChip2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrDN1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrDN2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrdw11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrdw12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrdw21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrdw22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrdw31,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrdw32,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrEff1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrEff2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrIn1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrIn2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrSS1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1EhrSS2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrup11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrup12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrup21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Ehrup22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Kol2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1KolAS1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1KolAS2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Koldw11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Koldw12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Koldw21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Koldw22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Koldw31,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Koldw32,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1KolEff1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1KolEff2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1KolIn1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1KolIn2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Kolup11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Kolup12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Kolup21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Kolup22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Oli1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Oli2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1OliAS1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1OliAS2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Olidw11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Olidw12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Olidw21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Olidw22,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Olidw31,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Olidw32,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1OliEff1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1OliEff2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1OliIn1,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1OliIn2,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Oliup11,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Oliup12,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Oliup21,KH6L3_YJ004_16s_0523_23s001536-1-1_Gross_lane1Oliup22
58250e645c3a4a3f5fa7d36945da4960,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,NA,0,0,0,0,0,0,0,540,0,0,0,0,485,499,0,97,197,0,0,0,0,0,0,0,0,0,0,0,960,1076,1245,320,1234,1064,0,0,0,0,0,0,2173,1006,785,1514,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,811,0,0,0,1741,0,1468,193,960,1769,0,0,487,444,0,0,1627,467,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,391,348,496,410,0,383,0,0,0,0,767,1371,0,785
92d5f80731520d7e182c9f063a0bb804,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,NA,NA,0,0,0,0,130,0,305,266,0,0,0,0,0,0,0,0,0,262,0,0,0,0,489,407,0,0,0,192,283,199,419,338,310,177,321,0,0,0,0,391,645,387,306,0,0,0,0,0,0,837,297,413,24,475,192,0,122,0,821,0,947,1177,0,0,0,0,0,0,0,0,512,0,592,0,367,230,0,0,0,0,0,0,461,602,0,639,0,0,0,318,1335,888,0,372,1009,0,0,0,0,341,0,394,758,0,0,0,0,0,0,0,0,0,0,0,0,98,0,34,44,0,0
f8f24e01efa7737ee22b465b77c7f74d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,NA,NA,0,0,0,0,353,340,0,583,0,0,660,0,514,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,2076,1196,1107,539,567,267,0,0,417,705,599,867,1906
223efd6770bab3e59cc25ff0bab8672e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas,NA,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,540,0,0,402,0,0,0,0,0,0,615,0,0,0,0,0,0,451,499,0,0,0,0,0,0,0,1059,2384,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,619,279,0,0,0,0,0,0,0,1060,280,0,0,0,0,0,0,0,515,0,408,347,262,0,0,493,0,984,678,0,0,0,0
2355e40d79c0178358ce9e8f393b772d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,NA,0,0,0,0,0,251,185,176,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,644,681,761,0,602,633,0,0,0,0,0,0,685,632,430,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,56,314,435,175,614,1094,0,0,0,0,0,49,468,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,203,347,241,363,133,501,0,0,0,491,876,0,0
cdb8ea66536e9f202c1548da85a51457,d__Bacteria, p__Nitrospirota, c__Nitrospiria, o__Nitrospirales, f__Nitrospiraceae, g__Nitrospira, s__Nitrospira_defluvii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,312,444,331,258,324,851,698,428,238,0,0,0,0,0,0,212,152,0,0,371,289,0,0,0,0,525,477,360,0,0,0,0,0,0,0,229,0,0,0,0,0,0,493,371,0,247,1155,285,164,222,720,0,0,0,0,0,0,214,0,0,0,409,707,0,0,0,0,215,594,0,0,0,0,0,0,0,0,388,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0b31cd30793fd0363136079e6f22eb7,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,NA,0,0,0,0,0,0,0,333,0,754,370,0,0,0,267,0,527,0,0,0,0,0,0,0,0,0,0,0,379,521,613,22,456,454,0,0,100,0,0,0,489,472,361,635,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,225,245,340,208,426,801,0,0,0,207,227,0,336,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,235,237,186,0,188,216,0,0,0,359,654,0,0
e503002d4a333ff60c72485b6529df7f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,NA,NA,0,0,0,0,0,241,0,0,0,151,0,0,0,0,83,0,43,0,0,0,505,295,0,279,0,0,448,212,135,122,194,0,216,215,0,0,0,0,299,355,321,0,326,65,0,0,190,278,0,245,280,210,92,188,0,0,0,0,400,1217,241,382,317,0,0,0,0,0,0,268,238,532,0,0,0,0,0,0,0,0,0,0,201,0,423,287,0,0,0,266,148,0,605,242,261,136,0,0,0,0,0,232,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0
35b4eea87a4f0bc14d60d4e793203aaf,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_soil,0,0,0,0,0,0,488,325,0,0,0,0,0,0,0,360,0,475,0,0,0,0,0,0,0,0,0,0,514,291,0,304,279,0,0,0,0,0,0,0,0,238,400,651,0,0,0,0,621,584,0,456,0,383,0,0,0,0,683,0,383,684,0,0,0,0,0,0,0,0,0,0,394,419,0,108,0,0,0,0,0,0,0,312,0,0,0,0,0,0,625,518,0,537,181,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0
4c11fdec38edeceea2f23d70873845f7,d__Bacteria, p__Nitrospirota, c__Nitrospiria, o__Nitrospirales, f__Nitrospiraceae, g__Nitrospira, s__Nitrospira_defluvii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,500,297,155,256,274,141,354,205,268,0,0,0,0,0,0,282,164,0,0,281,135,0,0,0,0,255,0,1100,864,0,0,0,0,0,0,242,0,0,0,0,0,0,0,286,20,0,497,102,409,873,0,0,0,0,0,0,0,220,134,0,0,1288,93,0,0,0,0,0,0,895,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533f9bb3ca05213c135fdb55258f6baf,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Carnobacteriaceae, g__Trichococcus,NA,0,0,79,0,0,278,0,0,0,0,0,0,252,933,0,146,0,0,0,0,0,0,0,207,0,0,0,0,492,0,0,0,372,0,0,0,430,253,0,0,0,351,371,0,0,0,0,0,0,608,0,0,0,0,0,0,498,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,134,0,0,0,581,0,0,110,0,0,0,0,0,386,0,110,0,0,52,95,0,0,474,819,0,0,0,0,0,229,425,0,728,0,0,0,0,0,0,0,263,432,221,156,0,0
d0f2b09915efe28d52ded08af7fce8f1,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rhodoferax,NA,0,0,0,0,269,578,0,374,495,0,0,0,534,0,287,298,99,847,0,0,0,0,0,0,0,0,0,0,202,335,0,0,356,137,0,0,0,0,0,0,0,435,568,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,588,0,634,0,444,354,0,0,0,0,416,564,396,541
d99d20fc598a103c93be77a2875d12db,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae,NA,NA,0,0,0,0,0,0,396,14,348,170,0,0,0,0,431,1315,0,0,0,0,0,0,0,0,0,0,0,0,270,572,0,0,379,441,0,0,0,0,0,0,0,0,486,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,698,0,0,402,536,0,0,0,0,0,0,459,957,445,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c18c83b32eeacac52c21be2d71608818,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,NA,0,0,0,0,0,0,0,200,206,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,567,651,686,0,613,609,0,0,0,0,0,0,116,609,494,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,49,0,79,180,608,1055,0,0,0,0,0,0,83,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,192,296,227,0,0,208,0,152,0,464,801,280,0
874ee4ee1d88d65ffd738b9efec8b006,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,NA,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,528,509,665,0,588,495,0,0,0,0,0,0,470,518,408,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,89,389,330,538,881,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,269,276,283,0,0,0,0,0,278,345,756,0,0
d2806e1f20a8876858f1924fda23ca96,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,NA,0,0,0,0,361,0,0,142,0,0,0,0,147,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,443,432,562,0,509,469,0,0,0,0,0,0,461,384,391,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,159,0,0,0,271,0,327,140,494,824,0,0,0,0,0,0,371,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,129,247,190,0,0,0,0,0,0,370,654,0,0
d30f1958a4028818b85177b5521fe977,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter,NA,0,0,0,0,0,0,96,0,0,0,0,0,279,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,335,0,275,365,0,0,138,741,0,0,0,0,0,0,0,0,0,196,114,0,0,0,0,0,0,0,456,300,0,0,0,0,0,0,0,0,118,0,0,0,0,0,443,0,380,758,0,0,409,390,0,0,337,0,0,0,0,0,219,0,0,0,0,0,0,0,0,229,200,0,0,0,0,0,86,0,381,270,0,190,0,0,0,0,0,269,467,0,0,0,234
9d655bffb0a690d6cd46a44f47c0301e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,NA,NA,0,0,0,0,160,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,629,0,0,0,0,82,107,150,145,254,0,199,71,0,0,0,0,0,0,0,0,0,350,0,0,0,0,794,23,183,264,157,300,0,0,0,0,32,155,28,45,0,0,0,477,0,0,407,0,0,0,0,234,132,322,0,173,0,0,0,0,0,0,485,0,0,0,678,453,25,22,271,264,37,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,11,27,0,96
74a015099138ec00768fcd76d44abef3,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rhodobacter,NA,0,431,393,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,250,418,0,258,0,0,0,0,0,0,0,0,0,244,437,0,0,0,0,0,0,454,393,819,478,0,0,0,0,0,457,0,0,0,0,0,0,77,0,0,0,0,0,0,0,249,480,0,0,0,0,0,0,0,0,0,0,0,0,0,378,42,0,0,562,31,0,0,0,0,0,0,0,0,0,532,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b7913e6cbf02f47f7fa388b6355a72ac,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,608,823,676,0,671,0,0,0,0,513,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,442,669,0,0,0,0,0,0,0,0,0,0,0,0,250,912,394,554,0,0,311,0,0,0,0,243,0,352,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4833f2715e9fbcdb5c931f09e6c48e9b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae,NA,NA,0,0,0,0,0,0,0,0,0,0,417,0,325,875,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,507,0,553,304,0,0,261,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,206,0,0,0,458,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,603,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,183,349,0,0,0,0
11141d960b376e61734e033b4d76ad1c,d__Bacteria, p__Nitrospirota, c__Nitrospiria, o__Nitrospirales, f__Nitrospiraceae, g__Nitrospira, s__Nitrospira_defluvii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,445,443,489,300,229,373,0,0,0,0,0,0,454,658,0,0,0,148,0,0,0,0,0,0,33,28,0,0,0,0,0,0,564,372,0,0,0,0,0,0,0,0,474,0,457,0,27,0,0,0,76,0,0,0,389,443,0,0,35,363,0,0,0,390,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0
6af47e32e77a346d2f2d34bcf9340413,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Janthinobacterium,NA,0,0,0,0,0,55,0,0,0,0,340,0,603,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,84,0,0,0,117,0,0,0,0,145,289,0,0,0,257,0,0,0,0,0,0,0,0,226,513,0,0,0,155,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,442,369,248,419,0,90,0,0,356,448,474,0,46,0
a826047bb3f93706350e19002102d93e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,NA,NA,0,0,0,0,0,0,0,380,470,0,0,0,0,546,233,471,0,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,517,509,423,468,642,0,0,0,0,726,715,361,402
fe6cab39c081472d6bcaac4ad456873e,d__Bacteria, p__Chloroflexi, c__Anaerolineae, o__1-20, f__1-20, g__1-20, s__uncultured_Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,701,396,558,0,0,780,467,0,0,97,0,148,0,181,209,0,0,878,851,0,0,28,0,0,0,0,439,0,0,0,0,0,0,186,0,0,0,0,0,0,0,46,0,0,385,0,0,0,0,0,0,87,0,0,0,165,136,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708bd0ec6d56e9d79df419f5b5f27d97,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Aeromonadaceae, g__Aeromonas,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,518,469,587,0,534,499,0,0,0,0,0,0,90,495,308,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,75,112,461,791,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,144,232,191,0,0,0,0,0,0,379,652,0,0
7fee71a0f0333864415d5ff8bf2c3ee6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rhodoferax,NA,354,0,267,126,0,0,312,513,0,0,0,383,0,0,0,142,0,0,0,0,259,0,500,251,0,0,0,235,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,329,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,223,0,0,0,0,0,368,0,143,0,0,0,0,0,0,0,0,0,0,131,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,220,152,0,0,124,0,0,0,0,268,250,297,402,0,0,0,0
